#Category: All categories,,
#,#Month,snapchat: (Worldwide)
1,2011-09,0
2,2011-10,0
3,2011-11,0
4,2011-12,0
5,2012-01,0
6,2012-02,0
7,2012-03,0
8,2012-04,0
9,2012-05,0
10,2012-06,0
11,2012-07,0
12,2012-08,0
13,2012-09,1
14,2012-10,1
15,2012-11,4
16,2012-12,7
17,2013-01,6
18,2013-02,5
19,2013-03,6
20,2013-04,10
21,2013-05,15
22,2013-06,19
23,2013-07,16
24,2013-08,16
25,2013-09,16
26,2013-10,17
27,2013-11,23
28,2013-12,30
29,2014-01,33
30,2014-02,27
31,2014-03,29
32,2014-04,30
33,2014-05,41
34,2014-06,31
35,2014-07,34
36,2014-08,33
37,2014-09,34
38,2014-10,45
39,2014-11,38
40,2014-12,42
41,2015-01,47
42,2015-02,42
43,2015-03,42
44,2015-04,73
45,2015-05,59
46,2015-06,63
47,2015-07,66
48,2015-08,65
49,2015-09,100
50,2015-10,82
51,2015-11,65
52,2015-12,74
53,2016-01,69
54,2016-02,76
55,2016-03,91
56,2016-04,90
57,2016-05,89
58,2016-06,94
59,2016-07,98
60,2016-08,90
61,2016-09,73
62,2016-10,69
63,2016-11,68
64,2016-12,74
65,2017-01,72
66,2017-02,68
67,2017-03,71
68,2017-04,74
69,2017-05,66
70,2017-06,82
71,2017-07,82
72,2017-08,69
73,2017-09,62
74,2017-10,63
75,2017-11,73
76,2017-12,64
77,2018-01,65
78,2018-02,81
79,2018-03,55
80,2018-04,50
81,2018-05,48
82,2018-06,46
83,2018-07,51
84,2018-08,43
85,2018-09,42
86,2018-10,42
87,2018-11,40
88,2018-12,44
89,2019-01,41
90,2019-02,40
91,2019-03,39
92,2019-04,38
93,2019-05,51
94,2019-06,49
95,2019-07,42
96,2019-08,40
97,2019-09,37
98,2019-10,38
99,2019-11,35
100,2019-12,41
101,2020-01,41
102,2020-02,39
103,2020-03,44
104,2020-04,50
105,2020-05,46
106,2020-06,43
107,2020-07,43
108,2020-08,43
109,2020-09,43
110,2020-10,38
111,2020-11,37
112,2020-12,41
113,2021-01,40
114,2021-02,39
115,2021-03,36
116,2021-04,39
117,2021-05,41
118,2021-06,40
119,2021-07,52
120,2021-08,39
121,2021-09,36
122,2021-10,39
123,2021-11,36
124,2021-12,38
125,2022-01,35
126,2022-02,33
127,2022-03,31
128,2022-04,34
129,2022-05,33
130,2022-06,34
131,2022-07,41
132,2022-08,38
133,2022-09,37
134,2022-10,37
135,2022-11,39
136,2022-12,39
137,2023-01,40
138,2023-02,41
139,2023-03,39
140,2023-04,48
141,2023-05,44
142,2023-06,39
143,,
