series,wmax,Mo,a,b,s,stdfit
./social/Facebook,8191.61,0.05590866802,1.089348952,2.893171141,0.000156668219,7.95089987
./social/Snapchat,5977,0.03206442065,1.217164466,0.6636271367,0.001076965904,8.412922331
./social/MySpace,4244,0.02565793281,1.347452013,0.2550837344,0.004060563465,13.40035828
