series,wmax,M0,alpha,beta,sigma,T,Z,E_mean,lnw_mean,S,C (Heat-Capacity),chi_alpha (susceptibility),gompertz_index (thermo),bowley_skewness,fwhm_asymmetry
./social/Facebook,8191.61,0.05590866802,1.089348952,2.893171141,0.000156668219,0.345641495530181,0.113081217100074,0.722397875072349,-0.582108249458893,0.544490712940137,2.08864184023706,0.604826867514714,1.17454993091616E-35,0.167236824912179,2.09931429163812
./social/Snapchat,5977,0.03206442065,1.217164466,0.6636271367,0.001076965904,1.50687026599405,2.76069216452058,3.34100360289552,0.964157769838554,2.05912351016318,2.21714490097996,0.567237653671843,1.98005822917764E-13,0.161811892759983,2.04813736319531
./social/MySpace,4244,0.02565793281,1.347452013,0.2550837344,0.004060563465,3.92028132390397,29.6739928220263,9.20267564726206,1.99163113161281,3.05409649276459,2.34745086016103,0.529178421228556,1.91960937613554E-11,0.1566532975452,1.96575754137214
