series,M0,alpha,beta,sigma,T,Z,E_mean,lnw_mean,S,C (Heat-Capacity),chi_alpha (susceptibility),gompertz_index (thermo),bowley_skewness,fwhm_asymmetry
488.0,9.882346442e-06,2.972060033,9.177871905e-05,88.64298618,10895.772030280912,11585412765.6423,391.15886693370385,5.9367815990564985,5.564441368060038,5.107021210636941e-05,0.06406632684846159,0.004824653394536317,-0.19577653485282742,
907.0,0.1581412838,1.129433406,6.243481893e-05,34.76447466,16016.703774238045,897539.6990514398,614.5301412827747,6.334717083693938,6.5911396175079044,0.00016985576804362933,0.22421793127487888,0.00012738385264657906,-0.13650127186546415,
935.0,0.05701863422,1.257230596,6.544644305e-05,33.33976441,15279.669198156675,2156966.7135991645,645.1170496147545,6.391716710635705,6.590572300120913,0.00018856514683527608,0.19981067408238573,7.427765443034418e-05,-0.14350072086229074,
989.0,0.005516243359,1.768256931,6.003831569e-05,52.79200079,16656.030211829548,69541520.61856507,731.4962749819842,6.541262402021549,6.534719775542625,0.00014820444952791194,0.13273477731592465,9.851966575281718e-05,-0.1658258125472648,
1176.0,0.0009563473256,1.961395148,5.429417323e-05,38.3759942,18418.182661403058,398553015.6183071,876.2657191109452,6.728090606406158,6.654482937323323,0.00015666753408380817,0.11609334001399674,1.034803624953237e-05,-0.17208781359786063,
1294.0,0.2300402828,0.8783441422,6.290451792e-05,8.970475128,15897.109350265886,353604.15394934115,838.2426820841061,6.623196169721491,7.011217050771034,0.00039120072687961083,0.29029585401956837,1.7778937256689607e-06,-0.1177618508072623,
1871.0,0.001689079049,1.647174521,4.250278877e-05,11.4527877,23527.86791030136,163664269.20618275,1351.5809912070054,7.150431085048568,7.192765812465099,0.00027424449762059077,0.14600920015214314,4.8694332105526474e-08,-0.16052145721376046,
3801.0,0.02667571624,1.28441661,4.381895371e-05,6.837068659,22821.17475050045,58774607.59569451,2612.035997075175,7.789550525768327,7.998649080700531,0.0014045471450492575,0.20116847294006135,4.154313018962383e-09,-0.13945194241914038,
